,kita_name,kita_address,kita_spots
690,ekt - löwenhöhle e.v.,"10997 Berlin, Wrangelstr. 63","<a href=""../berlin/10997/plutonia.php"" target=""_blank"" title=""Kita ansehen""><b>ekt - plutonia e.v.</b></a>"
691,ekt - plutonia e.v.,"10997 Berlin, Görlitzer Str. 32",62
692,kindergarten lübbener str. 6/7,"10997 Berlin, Lübbener Str. 6/7",48
693,munkelrübe e.v.,"10997 Berlin, Taborstr. 21",waldorf
694,kindertagesstätte schippe und eimer,"10997 Berlin, Muskauerstr. 55",30
695,kinderladen affentanz e.v.,"10997 Berlin, Mariannenstr. 47",26
696,ekt langer rüssel - 'kinderladen wolkenburg',"10997 Berlin, Mariannenstr. 48",21
697,kinderladen leierkasten,"10997 Berlin, Muskauerstr. 43",15
698,kinder einer erde e. v.,"10997 Berlin, Lübbener Str. 26",28
699,kinderladen muko e.v.,"10997 Berlin, Muskauer Str. 33",20
700,kindergarten cuvrystr. 26 a/oppelner str. 21,"10997 Berlin, Cuvrystr. 26 A / Oppelner Str. 21",0
701,evangelische kita st. thomas,"10997 Berlin, Bethaniendamm 27",40
702,kita nestwärme,"10997 Berlin, Wrangelstrasse 31",70
703,kita jungle e.v.,"10999 Berlin, Ohlauer Str. 1",25
704,ekt 'kunterbunt',"10999 Berlin, Reichenberger Str.62",30
705,kita kotti e.v.,"10999 Berlin, Adalbertstr. 87/88",50
706,ekt - makke e.v.,"10999 Berlin, Glogauer Str. 022",32
707,ina.kinder.garten dresdener straße,"10999 Berlin, Dresdener Straße 128",135
708,waldorfinitiative sonnenkäferhaus ggmbh,"10999 Berlin, Ratiborstr.8",76
709,ekt wilde 13 e.v.,"10999 Berlin, Ratiborstraße 13",14
710,ekt - kinderladen bande e.v.,"10999 Berlin, Oranienstr. 202",15
711,kleine welt,"10999 Berlin, Forsterstraße 17",15
712,kinderladen tentakel e.v.,"10999 Berlin, Ohlauer Str. 39",34
713,ekt - kröwalda e.v.,"10999 Berlin, Forster Str. 010",13
714,ekt - lindenblüte e.v.,"10999 Berlin, Forster Str. 56",13
715,kindergarten leuschnerdamm 33,"10999 Berlin, Leuschnerdamm 33",120
716,ekt - hollerbusch e.v.,"10999 Berlin, Reichenberger Str. 099",23
717,kita komsu e.v. - interkulturelle kindertagesstätte,"10999 Berlin, Paul-Lincke-Ufer 12/13",125
718,kita kinderbunt gug haftungsbeschränkt,"10999 Berlin, Ohlauerstr.44",20
719,kita bethaniendamm,"10999 Berlin, Bethaniendamm 63/65",120
720,sonnenkinder,"10999 Berlin, Liegnitzer Straße 35",10
721,kita kotti e.v.,"10999 Berlin, Dresdener Straße 14",38
722,ev. kita der emmaus-Ölberg-gemeinde,"10999 Berlin, Lausitzer Str. 29/30",65
723,lausebande,"10999 Berlin, Reichenberger Straße 55",10
724,kinderladen yong e.v.,"12043 Berlin, Donaustr. 114",15
725,kinderladen großstadtgören,"12043 Berlin, Uthmannstraße 18",22
726,rixdorfer rÜpel,"12043 Berlin, Berthelsdorfer Strasse 11",20
727,kita paradiesvögel,"12043 Berlin, Karl-Marx-Str. 188",120
728,kita zwergplaneten,"12043 Berlin, Hobrechtstr. 8",70
729,kita kinderparadies,"12043 Berlin, Karl-Marx-Str. 146",48
730,kindergarten ackerwinde e.v.,"12045 Berlin, Schandauer Straße 8",30
731,kita weserstr.26,"12045 Berlin, Weserstr  26",40
732,kita micky maus,"12045 Berlin, Innstrasse 44",30
733,"kleine kita mittendrin, martin luther gemeinde","12045 Berlin, Fuldastr. 50",16
734,ekt - highway e.v.,"12045 Berlin, Finowstr. 8",33
735,kita weichselstraße - 'die weichselzwerge',"12045 Berlin, Weichselstr.22",29
736,kita minnie maus,"12045 Berlin, Innstrasse 35",46
737,loupiot e.v.,"12045 Berlin, Fuldastr. 37",0
738,kindertagesstätte beerenstark,"12045 Berlin, Weserstraße 185",100
739,'weserwiesen cids',"12045 Berlin, Weserstr. 155 (Keine Postadresse -> siehe Träger)",22
740,tgp bärenhöhle,"12045 Berlin, Weichselstraße 50a",10
741,ekt - naseweis e.v.,"12047 Berlin, Friedelstr. 035",22
742,"herz-kinderladen, einstürzende bauklötze e.v.","12047 Berlin, Hobrechtstr. 17",15
743,ekt kinderladen rasselbande e.v.,"12047 Berlin, Weserstr. 212",15
744,kita 'tarzan und isolde' e.v.,"12047 Berlin, Friedelstr. 28","<a href=""../berlin/12047/kinderfan.php"" target=""_blank"" title=""Kita ansehen""><b>ekt - kinderfan e.v.</b></a>"
745,ekt - kinderfan e.v.,"12047 Berlin, Maybachufer 039",15
746,mikita e.v.,"12047 Berlin, Maybachufer 5",20
747,kita pan,"12047 Berlin, Pannierstrasse 6",45
748,kinderbunt maybachufer,"12047 Berlin, Maybachufer 11",20
749,ev. kita nikodemus,"12047 Berlin, Nansenstr. 27",100
750,ekt - kleine erdenwesen e.v.,"12049 Berlin, Wissmannstr. 10",14
751,ekt - kita karlsgartenstr. e.v.,"12049 Berlin, Schillerpromenade 29",15
752,kinderladen feldmäuse an der hasenheide e.v.,"12049 Berlin, Lichtenrader Str. 11",16
753,ekt die kinkies e.v.,"12049 Berlin, Weisestraße 4",20
754,ekt - hasenreiter e.v.,"12049 Berlin, Herrfurthplatz 4",20
755,an der hasenheide e.v.,"12049 Berlin, Weisestr. 63",13
756,ekt - neuzeitlich-christliche initiative e.v.,"12049 Berlin, Selchower Str. 028",35
757,ekt - mafalda e.v.,"12049 Berlin, Schillerpromenade 001",13
758,ekt - mafalda e.v.,"12049 Berlin, Allerstr. 44",31
759,ekt - knallerbsen e.v.,"12049 Berlin, Weisestr. 28",50
760,kindervilla der naturfreundejugend,"12049 Berlin, Wissmannstraße 31",15
761,kita lernen und lachen,"12049 Berlin, Lichtenrader Str. 6",150
762,evangelische kita ''genezareth'',"12049 Berlin, Allerstr. 33",70
763,ekt - kiezkinder e.v.,"12049 Berlin, Wissmannstr. 4",16
764,ekt kreativer-kinderladen,"12049 Berlin, Hermannstr. 40",20
765,ringelsöckchen e.v.,"12049 Berlin, Wissmannstr.45",13
766,kita mahlower straße neuzeitlich-christliche initiative e.v.,"12049 Berlin, Mahlower Str. 23",65
767,kita timbales,"12049 Berlin, Kienitzer Straße 99",22
768,kita 1001 nacht,"12049 Berlin, Karlsgartenstraße 4",35
769,santa-maria,"12049 Berlin, Weisestraße 26",23
770,kita warthestr. 71,"12051 Berlin,  Warthestr. 71",27
771,kleiner fratz e.v.,"12051 Berlin, Bruno- Bauer- Str. 17","bewegungskrippe, integration"
772,kinderladen hêlîn,"12051 Berlin, Nogatstr. 4",40
773,ekt - pumuckl,"12051 Berlin, Warthestrasse 56-57",61
774,kita nachbarschaftsheim neukölln e.v.,"12051 Berlin, Schierker Straße 53",0
775,"großtagespflegestelle anke schantowski, eva mertinkus","12051 Berlin, Warthestr. 29",8
776,fipp kita warthestr.,"12051 Berlin, Warthestraße 62a",100
777,kleenegross,"12051 Berlin, Glasower Str. 18",143
778,ekt - babbelgamm e.v.,"12051 Berlin, Nogatstr. 24",15
779,kita 'arielle ',"12051 Berlin, Emser Strasse 19",52
780,kita focus familie,"12051 Berlin, Hermannstr. 135 A",115
781,kita horizon,"12051 Berlin, Warthestr. 15",17
782,kita kinderparadies,"12051 Berlin, Schierker Str. 57",100
783,kdk - kita der kulturen,"12051 Berlin, Emser Str. 77","interkulturell, situationsansatz"
784,kita wiedehopf,"12051 Berlin, Emser Straße 79",25
785,kinderladen lieblingsmenschen,"12051 Berlin, Nogatstraße 24",20
786,kita pimpinella neukölln,"12051 Berlin, Kranoldstraße 9",<br/>
787,ekt - altenbraker kinderladen e.v.,"12053 Berlin, Altenbraker Str. 012A",22
788,kinderladen hobi e.v.,"12053 Berlin, Mainzer Straße 5",15
789,ekt - kinderspiel e.v.,"12053 Berlin, Morusstr. 29",18
790,humanistische kita bornsdorfer straße,"12053 Berlin, Bornsdorfer Str. 14",112
791,kita mini-mix-international,"12053 Berlin, Briesestraße 73 -75",280
792,kita kiddies club,"12053 Berlin, Altenbraker Str 1","musikal. und sprachl. ausrichtung, bilingual dt/engl; dt/tr bei anfragen auch span."
793,katholische kindertagesstätte st. clara,"12053 Berlin, Kienitzer Str. 18",55
794,kindertagesstätte reuterstraße,"12053 Berlin, Reuterstraße 81",48
795,kindertagestätte lach und krach e.v.,"12053 Berlin, Erlanger Str. 6",30
796,kita früchte der kulturen,"12053 Berlin, Mainzer Str. 17",25
797,die drei affen ggmbh,"12053 Berlin, Kienitzerstr.16",22
798,kita-kinderparadies rixdorf,"12055 Berlin, Böhmische Str. 27",25
799,kita böhmische straße,"12055 Berlin, Böhmische Straße 1",140
800,eki urmel e.v.,"12055 Berlin, Kannerstr. 5",13
801,großstadtzwerge,"12055 Berlin, Braunschweiger Str. 57",25
802,tagesgroßpflegestelle kinderland,"12055 Berlin, Schudomastr.48",10
803,ekg - karl-marx-str. 197,"12055 Berlin, Karl-Marx-Str. 197",16
804,ekt - puck e.v.,"12055 Berlin, Zwiestädter Str. 2",25
805,ekt - pimperle e.v.,"12055 Berlin, Niemetzstr. 011",15
806,frÖbel-kindergarten „highdechsen“,"12057 Berlin, Michael-Bohnen-Ring 52",80
807,kita highdeck,"12057 Berlin, Michael-Bohnen-Ring 12/14/16",120
808,kita treptower str.,"12059 Berlin, Treptower Str. 32a",200
809,"internationaler bund, kita weserwichtel","12059 Berlin, Weserstr. 106",110
810,ekt - orgelpfeifen e.v.,"12059 Berlin, Weserstr. 079",15
811,aspe natur- und kultur-kindergarten 'kleine herzen',"12059 Berlin, Treptower Str. 68",25
812,eltern-kindergruppe alt-tempelhof-ost,"12099 Berlin, Götzstr. 24A",26
813,kita schwanheimer straße,"12099 Berlin, Schwanheimer Str. 1-7",75
814,kinderladen schmunzelmonster e.v.,"12099 Berlin, Friedrich-Wilhelm-Straße 87",15
815,kita ringbahnstraße,"12099 Berlin, Ringbahnstr. 47",183
816,"kita paradiesvögel, ""die eisvögel""","12099 Berlin, Bacharacher Str. 47",70
817,kita arielle 3,"12099 Berlin, Alt-Tempelhof 5",100
818,buddelkiste e.v.,"12101 Berlin, Flughafen Tempelhof Platz der Luftbrücke G 2",48
819,kita maris,"12101 Berlin, Manfred-von-Richthofen-Str. 31",wir arbeiten nach dem bbp
820,der theaterkindergarten ggmbh,"12101 Berlin, Wintgensstr. 4",20
821,kita bonifatius buchenblatt ggmbh,"12101 Berlin, Bäumerplan 26",30
822,kitabÄr,"12101 Berlin, Hoeppnerstr. 104",36
823,kenntnisreich kindertagesstätten,"12101 Berlin, Tempelhofer Damm 100",40
824,ekt inselreich,"12101 Berlin, Manfred-von-Richthofen Straße 15",25
825,kenntnisreich kindertagesstätten,"12101 Berlin, Tempelhofer Damm 94a-100",45
826,ekg - kaiserin-augusta-str. 23,"12103 Berlin, Kaiserin-Augusta-Str. 023",30
827,kita tiponi,"12103 Berlin, Friedrich-Franz-Str. 12",100
828,wilde tiger friedenau e.v.,"12103 Berlin, Bessemerstr. 86-88",20
829,kindertagesstätte krabbelkäfer,"12103 Berlin, Burgemeisterstr. 76",26
830,kita bosestraße,"12103 Berlin, Bosestraße 12",110
831,kita märchenwald,"12103 Berlin, Burgemeisterstrasse 30",57
832,kindertagesstätte mojak,"12103 Berlin, Podewilsstr. 5",26
833,winnie-pooh,"12103 Berlin, Werderstr. 31",10
834,kita gulliver,"12103 Berlin, Friedrich-Wilhelm-Str. 21",24
835,notenzwerge,"12103 Berlin, Burgemeisterstr. 10-11",220
836,die kleinen seesterne,"12103 Berlin, Manteuffelstrasse 52",10
837,kita chumani,"12103 Berlin, Kaiserin-Augusta-Str. 27",45
838,kita tiva,"12103 Berlin, Werderstr. 29",25
839,kita leotie,"12103 Berlin, Schönburgstr. 12",25
840,ev. kita alt-tempelhof,"12103 Berlin, Albrechtstr. 105/106",164
841,kita dino bambino,"12103 Berlin, Burgemeisterstraße 32",50
842,integrationskita seelbuschring,"12105 Berlin, Seelbuschring 19",93
843,ekt - freie schule in berlin e.v.,"12105 Berlin, Viktoriastr. 013",50
844,hauptstadtkäfer ggmbh,"12105 Berlin, Attilastraße 61-67",60
845,kinderladen wolkenhopper,"12105 Berlin, Schützenstraße 14",15
846,ekt - rosa wolke,"12105 Berlin, Konradinstr. 015",60
847,ekg - rathausstr. 28,"12105 Berlin, Rathausstr. 028",30
848,kita marienhöher weg,"12105 Berlin, Marienhöher Weg 10",61
849,kita rathausstraße,"12105 Berlin, Rathausstr. 84",65
850,kinderspielkreis alboinplatz e. v.,"12105 Berlin, Alboinstrasse 113",0
851,global village gug,"12105 Berlin, Ringstrasse 28",110
852,kita rappelkiste,"12105 Berlin, Kunigundenstraße 1",25
853,kita schlösschen,"12105 Berlin, Machonstr. 30",25
854,kindertagespflege sternstunden,"12105 Berlin, Reulestraße 17",10
855,fritzkids,"12107 Berlin, Fritz-Werner-Str. 43","integration/inklusion, sprachförderung, bewegung/psychomotorik"
856,ekg - friedenstr. 20,"12107 Berlin, Friedenstr. 020",30
857,klax-kindergarten 'zauberstein',"12107 Berlin, Ankogelweg 16",55
858,kita albulaweg,"12107 Berlin, Albulaweg 15-19",167
859,kinderladen mücke e.v.,"12107 Berlin, Großbeerenstr. 5",15
860,kita grashüpferchen mariendorf,"12107 Berlin, Mariendorfer Damm 334/336",90
861,kita juniorplaneten,"12107 Berlin, Alt-Mariendorf 25",36
862,kindergarten mary poppinz gug,"12107 Berlin, Mariendorfer Damm 444",31
863,kita kichererbse,"12107 Berlin, Alt-Mariendorf 47 a",20
864,kita robinson crusoe,"12109 Berlin, Am Hellespont 2",75
865,kinderladen pimpanella,"12109 Berlin, Didostr. 1",15
866,kita mariendorfer damm,"12109 Berlin, Mariendorfer Damm 123",192
867,evangelische kindertagesstätte mariendorf- ost,"12109 Berlin, Rixdorfer Str. 73",114
868,kindergarten 'zwergenland e. v.',"12109 Berlin, Viktoriastr. 1",32
869,kita am volkspark,"12109 Berlin, Mariendorfer Damm 115",180
870,ekt großstadtpflänzchen,"12157 Berlin, Cranachstr. 39","<a href=""../berlin/12157/rotkappe.php"" target=""_blank"" title=""Kita ansehen""><b>ekt - rotkappe e.v.</b></a>"
871,ekt - rotkappe e.v.,"12157 Berlin, Horst-Kohl-Straße 12",15
872,evangelische  kindertagesstätte nathanael,"12157 Berlin, Grazer Platz 2-4",78
873,ekt friedenauer elterninitiative e.v.,"12157 Berlin, Menzelstr.26",20
874,kinderladen zweitausendfüßler e.v.,"12157 Berlin, Thorwaldsenstr. 29",16
875,harry`s kids club e.v.,"12157 Berlin, Peter-Vischer-Str. 12",18
876,kita prellerweg,"12157 Berlin, Riemenschneiderweg 100",85
877,ib kita vorarlberger damm,"12157 Berlin, Vorarlberger Damm 17",100
878,kinderladen sieglinde e.v.,"12159 Berlin, Sieglindestraße/Bundesallee 140",16
879,lori kids - internationaler musikbetonter kindergarten,"12159 Berlin, Stierstraße 7",25
880,waldorfkindergarten friedenau,"12159 Berlin, Sieglindestr. 1",0
881,kinderladen trotzköpfchen e.v.,"12159 Berlin, Hedwigstr. 12",15
882,frecher spatz e.v.,"12159 Berlin, Sponholzstr.50/51",25
883,villa anna kindergarten,"12159 Berlin, Schmargendorfer Str. 22",0
884,schöneberger elterninitiativkindertagesstätte 'mäusebande' e.v.,"12159 Berlin, Sieglindestraße 4",16
885,kinderladen hauruck,"12159 Berlin, Perelsplatz 10",15
886,bayern-test-2up125,"
Bayern, 12159 Berlin, Bennigsenstraße 9",0
887,humanistische kita 'friedenauer strolche',"12159 Berlin, Sponholzstraße 16",165
888,berliner spatzen,"12159 Berlin, Hähnelstr. 15a",27
889,villa anna vorschule,"12159 Berlin, Niedstr. 30",0
890,die heilsarmee kita,"12159 Berlin, Fregestraße 13-14",33
891,die traumfänger-friedenau,"12159 Berlin, Sponholzstr. 26",20
892,ev. philippus kindertagessätte,"12159 Berlin, Stierstr. 18",75
893,naturdetektive kita cecilien,"12159 Berlin, Ceciliengärten 40",25
894,ekt - berliner malbüro e.v.,"12161 Berlin, Mainauer Str. 6",15
895,ekg zum guten hirten,"12161 Berlin, Bundesallee 76A",20
896,villa anna krippe,"12161 Berlin, Hosteinischestr. 33A",0
897,kita des pestalozzi-fröbel-hauses,"12161 Berlin, Bundesallee 80",120
898,kinderladen atze & co,"12161 Berlin, Wilhelmshöher Str. 9",15
899,kindergarten 'rubin',"12161 Berlin, Handjerystr. 60","integration, musikalische früherziehung, vorbereitung auf die schule"
900,kinderladen kraut und rüben,"12161 Berlin, Schwalbacherstr. 8",15
901,kita montessori-kinderhaus friedenau,"12161 Berlin, Handjerystraße 46",75
902,ekt - himpelchen und pimpelchen e.v.,"12161 Berlin, Stubenrauchstr. 071",13
903,kita fehlerstraße,"12161 Berlin, Fehlerstr. 2",115
904,kita friedrich-wilhelm-platz „fri-willi“,"12161 Berlin, Friedrich-Wilhelm-Platz 12",96
905,ekt krikelkrakel,"12161 Berlin, Peschkestr. 8",15
906,ekt - kind und umwelt e.v.,"12161 Berlin, Stubenrauchstr. 071",46
907,kinderladen rappelschlösschen,"12161 Berlin, Schwalbacher Str 10",21
908,ekt milchzahn e.v.,"12161 Berlin, Bundesallee 76",45
909,ekt fliegenpilz e. v.,"12163 Berlin, Markelstr.24a",16
910,ekt - rote cora e.v.,"12163 Berlin, Holsteinische Str. 012A",15
911,kita zaubermÄuse,"12163 Berlin, Lepsiusstraße 53",40
912,kinderladen zwergstatt e. v.,"12163 Berlin, Gritznerstraße 67",15
913,ekt - ahörnchen e.v.,"12163 Berlin, Zimmermannstr. 13",18
914,"deutsch- englischer kindergarten  ""happy kids ""","12163 Berlin, Forststr. 10",26
915,kita forststraße,"12163 Berlin, Forststr. 40",160
916,ekt - steglitzer eierpamper e.v.,"12163 Berlin, Markelstr. 023",15
917,"deutsch- englischer kindergarten  ""happy kids ""","12163 Berlin, Gritznerstr. 1",27
918,kant-kindergarten / kita grunewaldstraße,"12163 Berlin, Ermanstraße 26",118
919,ekt - talilama e.v.,"12163 Berlin, Gritznerstr. 039",15
920,deutsch- englischer kindergarten  'happy kids ',"12163 Berlin, Gritznerstr. 33",45
921,kita patmos berlin steglitz,"12163 Berlin, Lepsiusstr. 25",105
922,katholische kindertagesstätte  der rosenkranz-basilika,"12163 Berlin, Kieler Straße 10",70
923,zauberzwerge,"12163 Berlin, Ahornstraße 20",32
924,ekt - ringelbande e.v.,"12165 Berlin, Schmidt-Ott-Str. 4",16
925,kindergarten steglitz,"12165 Berlin, Rothenburgstr. 12A",45
926,ekg - schloßstr. 44a,"12165 Berlin, Schloßstr.44c",15
927,integrationskinderladen papalagi e.v.,"12165 Berlin, Berlinickestraße 13",18
928,kita 'am fichtenberg',"12165 Berlin, Am Fichtenberg 16",<br/>
929,ekt - ja ja he und co. e.v.,"12167 Berlin, Breite Straße 38",16
930,integrationskita mittelstraße,"12167 Berlin, Mittelstr. 6",180
931,ekt - stadtpark steglitz e.v.,"12167 Berlin, Stindestr. 1",18
932,tagesgroßpflegestelle 'dreikäsehoch',"12167 Berlin, Albrechtstrasse 68",8
933,lemmis kreativ-kita,"12167 Berlin, Gravelottestraße 10",25
934,la casa de los gorriones,"12167 Berlin, Schützenstr. 41a / Ecke Martinstr. 12",30
935,ekt - pusteblume e.v.,"12167 Berlin, Sedanstr. 7",21
936,spatzenhaus,"12167 Berlin, Martinstr. 1",28
937,julikinder,"12167 Berlin, Halskestraße 9",28
938,kleine zwergenparade,"12167 Berlin, Breite Str.1",23
939,cardelinas,"12167 Berlin, Leydenallee 90",40
940,kita steinstraße,"12169 Berlin, Steinstr. 14 a",70
941,kidsklubkita,"12169 Berlin, Oehlertring 039/41",22
942,ekt kasymir e.v.,"12169 Berlin, Menckenstr.1",21
943,ekg - friedrichsruher str. 1,"12169 Berlin, Friedrichsruher Str. 1-2",15
944,kant-kindergarten / kita körnerstraße,"12169 Berlin, Körnerstraße 11",20
945,ekt 'kulleberga' e.v.,"12169 Berlin, Altmarkstrasse 26",15
946,kita filandastraße,"12169 Berlin, Filandastr. 27",50
947,kita bibbi-bär,"12169 Berlin, Immenweg 13-15",28
948,katholische kita st. johannes evangelist,"12169 Berlin, Sohnreystraße 4","katholisch, bbp"
949,kita tautropfen,"12169 Berlin, Steglitzer Damm 69a",74
950,klax-kindergarten tinkerbell,"12203 Berlin, Hindenburgdamm 22",65
951,ekt - kleine drachen e.v.,"12203 Berlin, Moltkestr. 46A",15
952,integrationskita - an der bäke,"12203 Berlin, Haydnstr. 17",185
953,ekt - rotz und trotz e.v.,"12203 Berlin, Sophienstr. 008",15
954,ekt blumenladen e.v.,"12203 Berlin, Moltkestr. 47",19
955,großpflegestelle,"12203 Berlin, Moltkestr. 27 A",10
956,kita „berliner sterne“,"12203 Berlin, Dürerstraße 20",35
957,ekt - pippifax e.v.,"12203 Berlin, Haydnstraße 7",17
958,frÖbel-kindergarten „augustastrolche“,"12203 Berlin, Augustastraße 36",160
959,frÖbel-kindergarten „zwergenwiese“,"12203 Berlin, Hindenburgdamm 30",31
960,kita manteuffelstraße,"12203 Berlin, Manteuffelstr. 11-12",190
961,kita unter den eichen,"12203 Berlin, Unter den Eichen 129 a",28
962,tagesgroßpflege may/rosenberger,"12203 Berlin, Tietzenweg 76c",10
963,kita kinder in lichterfelde,"12203 Berlin, Hindenburgdamm 55",40
964,ekt langzeit e.v. - kinderladen,"12205 Berlin, Kommandantenstr. 86",18
965,kita el caracol,"12205 Berlin, Drakestraße 9b",bilingualer kindergarten spansch / deutsch e.v.
966,ev. johanneskindergarten,"12205 Berlin, Baseler Str 67",50
967,kita der ev. johann sebastian bach kirchengemeinde,"12205 Berlin, Luzerner Str.10-12",36
968,steglitzer kinderkreisel e.v.,"12205 Berlin, Drakestr. 30",39
969,villa rappelzappel,"12205 Berlin, Baselerstr.13",8
970,kindergarten mary poppinz gug,"12205 Berlin, Finckensteinallee 42 A",40
971,kleine wichtel buchhorn/besler drakestr.65,"12205 Berlin, Drakestr. 65",10
972,ekt biegel e. v.,"12205 Berlin, Unter den Eichen 93",22
973,nannys place,"12207 Berlin, Ostpreußendamm 29",15
974,kita lindenhof,"12207 Berlin, Ostpreußendamm 64",15
975,integrationskita prettauer pfad,"12207 Berlin, Prettauer Pfad 23–33",integration
976,humanistische kita regenbogen,"12207 Berlin, Holtheimer Weg 6-8",135
977,christlicher kindergarten schatzinsel e.v.,"12207 Berlin, Schillerstraße 24",40
978,kindergarten 'lili',"12207 Berlin, Giesensdorferstr. 11",80
979,kita réaumurstraße,"12207 Berlin, Réaumurstr. 3",170
980,kita morgenstern,"12207 Berlin, Morgensternstr. 26",34
981,spin-kita,"12207 Berlin, Ostpreussendamm 58",41
982,sternenlichter,"12207 Berlin, Celsiusstr. 69",101
983,die maulwürfe kinderladen e.v.,"12209 Berlin, Lorenzstraße 57",45
984,kita scheelestraße,"12209 Berlin, Scheelestraße 83",0
985,ekg - parallelstr. 29a,"12209 Berlin, Parallelstr. 029A",15
986,kita sonnenblume ggmbh,"12209 Berlin, Saaleckplatz 2",25
987,montessori-kinderladen mauersegler,"12209 Berlin, Lankwitzer Straße 10",22
988,kindergarten mary poppinz gug,"12247 Berlin, Beethovenstr.38",28
989,kita regenbogenland,"12247 Berlin, Kaulbachstrasse 59/61",75
990,ekg - ellwanger str. 9-11,"12247 Berlin, Ellwanger Str. 009",15
991,kita ruthstraße,"12247 Berlin, Ruthstr. 6",110
992,ekt - lankwitzer spielkiste e.v.,"12247 Berlin, Melanchthonstr. 003",30
993,kita grashüpferchen lankwitz,"12247 Berlin, Kaiser-Wilhelm-Str. 116",95
994,kinderladen am park,"12247 Berlin, Paul-Schneider-Str.22",18
995,kita benjamin blume lankwitz,"12247 Berlin, Friedrich-Karl-Str. 24",37
996,kita zaubersterne,"12249 Berlin, Gallwitzallee 35",39
997,ekg - sondershauser str. 50,"12249 Berlin, Sondershauser Str. 050",15
998,kita milchbartpiraten,"12249 Berlin, Ursulastr. 12",125
999,kita lankwitzer maltinis,"12249 Berlin, Malteserstraße 120","<a href=""../berlin/12249/ekt-lankwitz.php"" target=""_blank"" title=""Kita ansehen""><b>kinderladen der elterninitiative lankwitz e.v.</b></a>"
1000,kinderladen der elterninitiative lankwitz e.v.,"12249 Berlin, Ingridpfad 14-16",23
1001,integrationskita frobenstraße,"12249 Berlin, Frobenstr. 75",185
1002,kita der ev. dreifaltigkeits-kirchengemeinde lankwitz,"12249 Berlin, Gallwitzallee 2",70
1003,kita wedellstraße,"12249 Berlin, Wedellstr. 59",105
1004,lankwitzer parkspatzen,"12249 Berlin, Beselerstr. 1-3/ Ecke am Gemeindepark",30
1005,ekg - gallwitzallee 6,"12249 Berlin, Gallwitzallee 006",15
1006,kita 'vom guten hirten',"12249 Berlin, Tennstedter Straße 2F",123
1007,ekg - belßstr. 88,"12249 Berlin, Belßstr. 088",15
1008,hisa kita derfflingerstraße,"12249 Berlin, Derfflingerstraße 32",65
1009,naturdetektive kita dessauer,"12249 Berlin, Dessauer Straße 28",46
1010,miniclub marienfelde kleine mäuse e.v.,"12277 Berlin, Domagkstr.3",15
1011,krümel-club,"12277 Berlin, An der Dorfkirche 5",38
1012,kitra domagstraße,"12277 Berlin, Domagkstr. 4",120
1013,kita 'kleckerbande',"12277 Berlin, Bruno-Möhring-Str. 7/9",137
1014,ev. dreikönigs-kita,"12277 Berlin, Kirchstr. 31",65
1015,kinderwelt e.v.,"12279 Berlin, Ahrensdorfer Str. 31",43
1016,ekt-marienfelde e.v.,"12279 Berlin, Waldsassener Straße 50","<a href=""../berlin/12279/waldsassener9.php"" target=""_blank"" title=""Kita ansehen""><b>ekg - waldsassener str. 9</b></a>"
1017,ekg - waldsassener str. 9,"12279 Berlin, Waldsassener Str. 009",28
1018,ev. kita im familienzentrum marienfelde (dorothee-sölle-haus),"12279 Berlin, Waldsassener Str. 9",105
1019,ekt - hortinitiative marienfelde e.v.,"12279 Berlin, Waldsassener Str. 009",23
1020,ekt - jungadler e.v.,"12279 Berlin, Erbendorfer Weg 13",27
1021,kita drachenburg,"12279 Berlin, Friedenfelser Str. 35",22
1022,ekt spatzennest e.v.,"12279 Berlin, Friedenfelser Str. 13",39
1023,kinder in marienfelde,"12279 Berlin, Friedenfelser Str. 11",50
1024,kita grashüpferchen marienfelde,"12279 Berlin, Hildburghauser Str. 73",80
1025,kinderzeit - kindertagesbetreuung,"12279 Berlin, Lichterfelder Ring 83",10
1026,ina.kinder.garten finchleystraße,"12305 Berlin, Finchleystraße 6",100
1027,kita griembergweg,"12305 Berlin, Griembergweg 29",190
1028,ekg - rackebüller weg 64,"12305 Berlin, Rackebüller Weg 064",23
1029,kita abenteuerland,"12305 Berlin, Lichtenrader Damm 190",120
1030,kita sonnenblume ggmbh,"12305 Berlin, Schwebelstr. 22","teiloffen, kl. gruppen, krippe separat, vorschule"
1031,hort shanúù,"12305 Berlin, Mellener Str. 28",75
1032,ekg - finchleystr. 10,"12305 Berlin, Finchleystr. 010",30
1033,kita sonnenblume ggmbh,"12305 Berlin, Ringelnatzstraße 10","teiloffen, kl. gruppen, krippe separat, vorschule"
1034,hort orenda,"12307 Berlin, Hohenzollernstr. 15",110
1035,kinderladen zwergenkiste e. v.,"12307 Berlin, Spirdingseestr. 3",20
1036,kita haus salem,"12307 Berlin, Hohenzollernstr. 15",120
1037,ekg goltzstr.33 halbtagskindergarten,"12307 Berlin, Goltzstr.33",13
1038,ekt - eltern-kinder-spielkreis lortzingstr. e.v.,"12307 Berlin, Lortzingstr. 016",12
1039,schülerladen mato,"12307 Berlin, Hilbertstr. 7",20
1040,ekt mini-kids salvator e.v.,"12307 Berlin, Pfarrer-Lütkehaus-Platz 1",24
1041,kita hauptstadtzwerge,"12307 Berlin, Nuthestraße 18",85
